Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sun Apr 8 2001,5:30p,Los Angeles Lakers,104,Minnesota Timberwolves,99,Box Score,,20099,
Sun Apr 8 2001,9:00p,San Antonio Spurs,84,Golden State Warriors,76,Box Score,,15273,
Sun Apr 8 2001,9:00p,Milwaukee Bucks,88,Seattle SuperSonics,101,Box Score,,15575,
Mon Apr 9 2001,7:00p,Boston Celtics,95,Philadelphia 76ers,108,Box Score,,20365,
Mon Apr 9 2001,7:30p,Atlanta Hawks,69,Detroit Pistons,81,Box Score,,14557,
Mon Apr 9 2001,7:30p,Charlotte Hornets,98,New York Knicks,113,Box Score,,19763,
Mon Apr 9 2001,8:00p,Washington Wizards,78,Indiana Pacers,100,Box Score,,16393,
Mon Apr 9 2001,9:00p,Houston Rockets,81,Utah Jazz,96,Box Score,,19911,
Tue Apr 10 2001,7:30p,Orlando Magic,78,Cleveland Cavaliers,101,Box Score,,15215,
Tue Apr 10 2001,8:00p,Philadelphia 76ers,81,Miami Heat,83,Box Score,,20098,
Tue Apr 10 2001,8:00p,Chicago Bulls,84,Milwaukee Bucks,105,Box Score,,18717,
Tue Apr 10 2001,8:30p,Denver Nuggets,100,Houston Rockets,99,Box Score,,11989,
Tue Apr 10 2001,8:30p,Dallas Mavericks,79,San Antonio Spurs,91,Box Score,,25682,
Tue Apr 10 2001,10:00p,Golden State Warriors,88,Portland Trail Blazers,116,Box Score,,20580,
Tue Apr 10 2001,10:00p,Minnesota Timberwolves,104,Vancouver Grizzlies,91,Box Score,,10430,
Tue Apr 10 2001,10:30p,Phoenix Suns,80,Los Angeles Lakers,106,Box Score,,18997,
Tue Apr 10 2001,10:30p,Los Angeles Clippers,109,Sacramento Kings,116,Box Score,OT,17317,
Wed Apr 11 2001,7:00p,Miami Heat,102,Boston Celtics,97,Box Score,,17121,
Wed Apr 11 2001,7:00p,Chicago Bulls,113,Washington Wizards,109,Box Score,,12266,
Wed Apr 11 2001,7:30p,Cleveland Cavaliers,102,Atlanta Hawks,107,Box Score,,12842,
Wed Apr 11 2001,7:30p,Toronto Raptors,87,Detroit Pistons,99,Box Score,,18790,
Wed Apr 11 2001,8:00p,New York Knicks,93,Indiana Pacers,100,Box Score,,17857,
Wed Apr 11 2001,10:00p,Dallas Mavericks,106,Phoenix Suns,111,Box Score,,19023,
Wed Apr 11 2001,10:00p,Golden State Warriors,101,Seattle SuperSonics,107,Box Score,,14197,
Thu Apr 12 2001,7:30p,New Jersey Nets,78,Charlotte Hornets,88,Box Score,,12898,
Thu Apr 12 2001,8:00p,Utah Jazz,93,Milwaukee Bucks,115,Box Score,,18717,
Thu Apr 12 2001,8:00p,Philadelphia 76ers,77,Orlando Magic,101,Box Score,,17248,
Thu Apr 12 2001,8:30p,Sacramento Kings,107,San Antonio Spurs,105,Box Score,OT,34357,
Thu Apr 12 2001,10:00p,Portland Trail Blazers,100,Vancouver Grizzlies,87,Box Score,,12796,
Thu Apr 12 2001,10:30p,Minnesota Timberwolves,102,Los Angeles Lakers,119,Box Score,,18997,
Fri Apr 13 2001,7:00p,Orlando Magic,110,Washington Wizards,113,Box Score,,14104,
Fri Apr 13 2001,7:30p,Cleveland Cavaliers,97,New Jersey Nets,91,Box Score,,16770,
Fri Apr 13 2001,7:30p,Atlanta Hawks,65,New York Knicks,101,Box Score,,19763,
Fri Apr 13 2001,8:00p,Boston Celtics,108,Indiana Pacers,113,Box Score,OT,18345,
Fri Apr 13 2001,8:00p,Miami Heat,82,Toronto Raptors,94,Box Score,,20104,
Fri Apr 13 2001,8:30p,Utah Jazz,94,Chicago Bulls,83,Box Score,,22579,
Fri Apr 13 2001,8:30p,Sacramento Kings,97,Dallas Mavericks,101,Box Score,,18187,
Fri Apr 13 2001,9:00p,Golden State Warriors,92,Denver Nuggets,108,Box Score,,15874,
Fri Apr 13 2001,10:00p,Seattle SuperSonics,100,Phoenix Suns,109,Box Score,,19023,
Fri Apr 13 2001,10:00p,Houston Rockets,109,Portland Trail Blazers,103,Box Score,,20580,
Fri Apr 13 2001,10:30p,Minnesota Timberwolves,105,Los Angeles Clippers,111,Box Score,,18964,
Sat Apr 14 2001,7:30p,Detroit Pistons,129,Atlanta Hawks,124,Box Score,OT,17295,
Sat Apr 14 2001,8:30p,Toronto Raptors,86,Milwaukee Bucks,112,Box Score,,18717,
Sat Apr 14 2001,8:30p,Denver Nuggets,95,San Antonio Spurs,111,Box Score,,34397,
Sat Apr 14 2001,10:00p,Houston Rockets,100,Vancouver Grizzlies,95,Box Score,,18571,
Sat Apr 14 2001,10:30p,Los Angeles Clippers,106,Golden State Warriors,94,Box Score,,12849,
Sun Apr 15 2001,12:30p,New Jersey Nets,88,Boston Celtics,95,Box Score,,15148,
Sun Apr 15 2001,12:30p,New York Knicks,82,Philadelphia 76ers,89,Box Score,,20699,
Sun Apr 15 2001,1:00p,Cleveland Cavaliers,106,Washington Wizards,98,Box Score,,11668,
Sun Apr 15 2001,2:00p,Orlando Magic,90,Miami Heat,73,Box Score,,16500,
Sun Apr 15 2001,3:00p,Indiana Pacers,93,Chicago Bulls,86,Box Score,,21788,
Sun Apr 15 2001,3:00p,Utah Jazz,100,Minnesota Timberwolves,107,Box Score,,17447,
Sun Apr 15 2001,5:30p,Portland Trail Blazers,100,Los Angeles Lakers,105,Box Score,,18997,
Sun Apr 15 2001,8:00p,Charlotte Hornets,99,Detroit Pistons,90,Box Score,,16678,
Sun Apr 15 2001,9:00p,Dallas Mavericks,107,Seattle SuperSonics,99,Box Score,OT,15194,
Sun Apr 15 2001,10:00p,Sacramento Kings,86,Phoenix Suns,88,Box Score,,19023,
Mon Apr 16 2001,7:00p,Atlanta Hawks,83,Charlotte Hornets,106,Box Score,,14413,
Mon Apr 16 2001,7:30p,New York Knicks,78,Cleveland Cavaliers,80,Box Score,,15908,
Mon Apr 16 2001,7:30p,Milwaukee Bucks,101,Orlando Magic,89,Box Score,,17248,
Mon Apr 16 2001,10:30p,Dallas Mavericks,110,Golden State Warriors,101,Box Score,,13393,
Mon Apr 16 2001,10:30p,Phoenix Suns,80,Los Angeles Clippers,100,Box Score,,19347,
Mon Apr 16 2001,10:30p,Vancouver Grizzlies,100,Sacramento Kings,110,Box Score,,17317,
Tue Apr 17 2001,7:00p,Detroit Pistons,92,Toronto Raptors,94,Box Score,OT,19800,
Tue Apr 17 2001,7:30p,Washington Wizards,119,Atlanta Hawks,122,Box Score,,13257,
Tue Apr 17 2001,7:30p,Milwaukee Bucks,89,Miami Heat,91,Box Score,,16500,
Tue Apr 17 2001,7:30p,Chicago Bulls,100,New Jersey Nets,94,Box Score,,17123,
Tue Apr 17 2001,8:00p,Philadelphia 76ers,111,Indiana Pacers,105,Box Score,OT,18345,
Tue Apr 17 2001,8:30p,Minnesota Timberwolves,87,Houston Rockets,114,Box Score,,16285,
Tue Apr 17 2001,9:00p,San Antonio Spurs,99,Portland Trail Blazers,93,Box Score,,20580,
Tue Apr 17 2001,9:00p,Los Angeles Clippers,92,Utah Jazz,97,Box Score,,19667,
Tue Apr 17 2001,10:30p,Denver Nuggets,91,Los Angeles Lakers,108,Box Score,,18997,
Wed Apr 18 2001,7:00p,Charlotte Hornets,97,Boston Celtics,92,Box Score,,17762,
Wed Apr 18 2001,7:00p,Chicago Bulls,92,Philadelphia 76ers,86,Box Score,,19449,
Wed Apr 18 2001,7:00p,Toronto Raptors,98,Washington Wizards,92,Box Score,,16427,
Wed Apr 18 2001,7:30p,Indiana Pacers,105,Cleveland Cavaliers,101,Box Score,OT,17290,
Wed Apr 18 2001,7:30p,Detroit Pistons,88,New York Knicks,94,Box Score,,19763,
Wed Apr 18 2001,8:00p,Miami Heat,103,Orlando Magic,91,Box Score,,16377,
Wed Apr 18 2001,8:30p,Minnesota Timberwolves,100,Dallas Mavericks,120,Box Score,,18187,
Wed Apr 18 2001,9:00p,Sacramento Kings,100,Denver Nuggets,110,Box Score,,18495,
Wed Apr 18 2001,10:00p,San Antonio Spurs,67,Seattle SuperSonics,105,Box Score,,16049,
Wed Apr 18 2001,10:30p,Vancouver Grizzlies,95,Golden State Warriors,81,Box Score,,14437,
Wed Apr 18 2001,10:30p,Utah Jazz,93,Phoenix Suns,98,Box Score,,19023,
Sat Apr 21 2001,12:30p,Indiana Pacers,79,Philadelphia 76ers,78,Box Score,,20613,
Sat Apr 21 2001,3:00p,Dallas Mavericks,86,Utah Jazz,88,Box Score,,19100,
Sat Apr 21 2001,5:30p,Minnesota Timberwolves,82,San Antonio Spurs,87,Box Score,,33983,
Sat Apr 21 2001,8:30p,Charlotte Hornets,106,Miami Heat,80,Box Score,,20085,
Sun Apr 22 2001,12:30p,Toronto Raptors,85,New York Knicks,92,Box Score,,19763,
Sun Apr 22 2001,3:00p,Phoenix Suns,86,Sacramento Kings,83,Box Score,,17317,
Sun Apr 22 2001,5:30p,Portland Trail Blazers,93,Los Angeles Lakers,106,Box Score,,18997,
Sun Apr 22 2001,8:30p,Orlando Magic,90,Milwaukee Bucks,103,Box Score,,18717,
Mon Apr 23 2001,7:00p,Charlotte Hornets,102,Miami Heat,76,Box Score,,16500,
Mon Apr 23 2001,9:30p,Minnesota Timberwolves,69,San Antonio Spurs,86,Box Score,,31759,
Tue Apr 24 2001,8:00p,Indiana Pacers,98,Philadelphia 76ers,116,Box Score,,20739,
Tue Apr 24 2001,10:30p,Dallas Mavericks,98,Utah Jazz,109,Box Score,,19911,
Wed Apr 25 2001,8:00p,Orlando Magic,96,Milwaukee Bucks,103,Box Score,,18717,
Wed Apr 25 2001,10:30p,Phoenix Suns,90,Sacramento Kings,116,Box Score,,17317,
Thu Apr 26 2001,8:00p,Toronto Raptors,94,New York Knicks,74,Box Score,,19763,
Thu Apr 26 2001,10:30p,Portland Trail Blazers,88,Los Angeles Lakers,106,Box Score,,18997,
Fri Apr 27 2001,8:00p,Miami Heat,79,Charlotte Hornets,94,Box Score,,22283,
Sat Apr 28 2001,1:40p,Philadelphia 76ers,92,Indiana Pacers,87,Box Score,,18345,
Sat Apr 28 2001,3:00p,Utah Jazz,91,Dallas Mavericks,94,Box Score,,18187,
Sat Apr 28 2001,5:30p,San Antonio Spurs,84,Minnesota Timberwolves,93,Box Score,,17676,
Sat Apr 28 2001,8:30p,Milwaukee Bucks,116,Orlando Magic,121,Box Score,OT,17248,
Sun Apr 29 2001,12:30p,New York Knicks,97,Toronto Raptors,89,Box Score,,20217,
Sun Apr 29 2001,3:00p,Sacramento Kings,104,Phoenix Suns,96,Box Score,,19023,
Sun Apr 29 2001,5:30p,Los Angeles Lakers,99,Portland Trail Blazers,86,Box Score,,20580,
Mon Apr 30 2001,8:00p,San Antonio Spurs,97,Minnesota Timberwolves,84,Box Score,,16336,
Tue May 1 2001,7:00p,Milwaukee Bucks,112,Orlando Magic,104,Box Score,,17248,
Tue May 1 2001,9:30p,Utah Jazz,77,Dallas Mavericks,107,Box Score,,18300,
Wed May 2 2001,8:00p,New York Knicks,93,Toronto Raptors,100,Box Score,,20282,
Wed May 2 2001,9:00p,Philadelphia 76ers,88,Indiana Pacers,85,Box Score,,18345,
Wed May 2 2001,10:30p,Sacramento Kings,89,Phoenix Suns,82,Box Score,,18836,
Thu May 3 2001,9:00p,Dallas Mavericks,84,Utah Jazz,83,Box Score,,19911,
Fri May 4 2001,8:00p,Toronto Raptors,93,New York Knicks,89,Box Score,,19763,
Sat May 5 2001,6:30p,Dallas Mavericks,78,San Antonio Spurs,94,Box Score,,32798,
Sun May 6 2001,12:40p,Charlotte Hornets,92,Milwaukee Bucks,104,Box Score,,18717,
Sun May 6 2001,3:00p,Sacramento Kings,105,Los Angeles Lakers,108,Box Score,,18997,
Sun May 6 2001,5:30p,Toronto Raptors,96,Philadelphia 76ers,93,Box Score,,20892,
Mon May 7 2001,8:00p,Dallas Mavericks,86,San Antonio Spurs,100,Box Score,,27690,
Tue May 8 2001,8:00p,Charlotte Hornets,90,Milwaukee Bucks,91,Box Score,,18717,
Tue May 8 2001,10:30p,Sacramento Kings,90,Los Angeles Lakers,96,Box Score,,18997,
Wed May 9 2001,7:00p,Toronto Raptors,92,Philadelphia 76ers,97,Box Score,,20870,
Wed May 9 2001,9:30p,San Antonio Spurs,104,Dallas Mavericks,90,Box Score,,18237,
Thu May 10 2001,8:00p,Milwaukee Bucks,92,Charlotte Hornets,102,Box Score,,17392,
Fri May 11 2001,8:00p,Philadelphia 76ers,78,Toronto Raptors,102,Box Score,,20436,
Fri May 11 2001,10:30p,Los Angeles Lakers,103,Sacramento Kings,81,Box Score,,17317,
Sat May 12 2001,3:30p,San Antonio Spurs,108,Dallas Mavericks,112,Box Score,,18187,
Sun May 13 2001,12:30p,Milwaukee Bucks,78,Charlotte Hornets,85,Box Score,,18756,
Sun May 13 2001,3:00p,Philadelphia 76ers,84,Toronto Raptors,79,Box Score,,20351,
Sun May 13 2001,5:30p,Los Angeles Lakers,119,Sacramento Kings,113,Box Score,,17317,
Mon May 14 2001,8:00p,Dallas Mavericks,87,San Antonio Spurs,105,Box Score,,25853,
Tue May 15 2001,8:30p,Charlotte Hornets,94,Milwaukee Bucks,86,Box Score,,18717,
Wed May 16 2001,8:00p,Toronto Raptors,88,Philadelphia 76ers,121,Box Score,,20939,
Thu May 17 2001,8:00p,Milwaukee Bucks,104,Charlotte Hornets,97,Box Score,,23509,
Fri May 18 2001,8:00p,Philadelphia 76ers,89,Toronto Raptors,101,Box Score,,20499,
Sat May 19 2001,6:30p,Los Angeles Lakers,104,San Antonio Spurs,90,Box Score,,36068,
Sun May 20 2001,3:00p,Charlotte Hornets,95,Milwaukee Bucks,104,Box Score,,18717,
Sun May 20 2001,5:30p,Toronto Raptors,87,Philadelphia 76ers,88,Box Score,,20848,
Mon May 21 2001,8:30p,Los Angeles Lakers,88,San Antonio Spurs,81,Box Score,,35574,
Tue May 22 2001,8:30p,Milwaukee Bucks,85,Philadelphia 76ers,93,Box Score,,20877,
Thu May 24 2001,8:30p,Milwaukee Bucks,92,Philadelphia 76ers,78,Box Score,,20998,
Fri May 25 2001,9:00p,San Antonio Spurs,72,Los Angeles Lakers,111,Box Score,,18997,
Sat May 26 2001,5:30p,Philadelphia 76ers,74,Milwaukee Bucks,80,Box Score,,18717,
Sun May 27 2001,5:30p,San Antonio Spurs,82,Los Angeles Lakers,111,Box Score,,18997,
Mon May 28 2001,5:30p,Philadelphia 76ers,89,Milwaukee Bucks,83,Box Score,,18717,
Wed May 30 2001,9:00p,Milwaukee Bucks,88,Philadelphia 76ers,89,Box Score,,21087,
Fri Jun 1 2001,9:00p,Philadelphia 76ers,100,Milwaukee Bucks,110,Box Score,,18717,
Sun Jun 3 2001,7:30p,Milwaukee Bucks,91,Philadelphia 76ers,108,Box Score,,21046,
Wed Jun 6 2001,9:00p,Philadelphia 76ers,107,Los Angeles Lakers,101,Box Score,OT,18997,
Fri Jun 8 2001,9:00p,Philadelphia 76ers,89,Los Angeles Lakers,98,Box Score,,18997,
Sun Jun 10 2001,7:30p,Los Angeles Lakers,96,Philadelphia 76ers,91,Box Score,,20900,
Wed Jun 13 2001,9:00p,Los Angeles Lakers,100,Philadelphia 76ers,86,Box Score,,20896,
Fri Jun 15 2001,9:00p,Los Angeles Lakers,108,Philadelphia 76ers,96,Box Score,,20890,
