Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Sat Jan 29 2000,New Jersey Nets,93,Los Angeles Clippers,98,Box Score,,13769,
Sat Jan 29 2000,Utah Jazz,94,Minnesota Timberwolves,96,Box Score,,19006,
Sat Jan 29 2000,Atlanta Hawks,87,Orlando Magic,103,Box Score,,14330,
Sat Jan 29 2000,San Antonio Spurs,67,Portland Trail Blazers,81,Box Score,,20584,
Sat Jan 29 2000,Milwaukee Bucks,101,Seattle SuperSonics,99,Box Score,,15839,
Sat Jan 29 2000,Cleveland Cavaliers,98,Washington Wizards,103,Box Score,,14875,
Sun Jan 30 2000,Los Angeles Lakers,83,Houston Rockets,89,Box Score,,16285,
Sun Jan 30 2000,Sacramento Kings,111,New York Knicks,120,Box Score,,19763,
Mon Jan 31 2000,Philadelphia 76ers,80,Denver Nuggets,83,Box Score,,13431,
Mon Jan 31 2000,Detroit Pistons,82,Miami Heat,104,Box Score,,19128,
Mon Jan 31 2000,Sacramento Kings,90,Minnesota Timberwolves,105,Box Score,,18046,
Mon Jan 31 2000,Phoenix Suns,117,Orlando Magic,113,Box Score,,13677,
Mon Jan 31 2000,Milwaukee Bucks,92,Vancouver Grizzlies,87,Box Score,,12398,
Tue Feb 1 2000,Washington Wizards,108,Cleveland Cavaliers,112,Box Score,,11298,
Tue Feb 1 2000,Philadelphia 76ers,101,Dallas Mavericks,100,Box Score,,13506,
Tue Feb 1 2000,Charlotte Hornets,83,Houston Rockets,99,Box Score,,14391,
Tue Feb 1 2000,Boston Celtics,96,Indiana Pacers,99,Box Score,,18345,
Tue Feb 1 2000,Golden State Warriors,107,Los Angeles Clippers,76,Box Score,,10409,
Tue Feb 1 2000,Orlando Magic,98,New York Knicks,77,Box Score,,19763,
Tue Feb 1 2000,Chicago Bulls,81,Portland Trail Blazers,92,Box Score,,20220,
Tue Feb 1 2000,Los Angeles Lakers,81,San Antonio Spurs,105,Box Score,,25589,
Tue Feb 1 2000,Seattle SuperSonics,104,Utah Jazz,96,Box Score,,19327,
Wed Feb 2 2000,Miami Heat,105,Boston Celtics,103,Box Score,,15411,
Wed Feb 2 2000,Milwaukee Bucks,112,Denver Nuggets,135,Box Score,,12365,
Wed Feb 2 2000,Sacramento Kings,113,Detroit Pistons,110,Box Score,,20259,
Wed Feb 2 2000,Vancouver Grizzlies,95,Golden State Warriors,101,Box Score,,10019,
Wed Feb 2 2000,Atlanta Hawks,97,New Jersey Nets,89,Box Score,,15640,
Wed Feb 2 2000,Los Angeles Clippers,68,Phoenix Suns,114,Box Score,,18421,
Wed Feb 2 2000,Chicago Bulls,88,Seattle SuperSonics,81,Box Score,,12636,
Wed Feb 2 2000,Minnesota Timberwolves,93,Washington Wizards,103,Box Score,,14005,
Thu Feb 3 2000,Charlotte Hornets,96,Dallas Mavericks,106,Box Score,,11126,
Thu Feb 3 2000,Philadelphia 76ers,106,Houston Rockets,109,Box Score,,16285,
Thu Feb 3 2000,Portland Trail Blazers,88,New York Knicks,98,Box Score,,19763,
Thu Feb 3 2000,Toronto Raptors,95,San Antonio Spurs,112,Box Score,,19048,
Thu Feb 3 2000,Milwaukee Bucks,102,Utah Jazz,99,Box Score,,19871,
Fri Feb 4 2000,Portland Trail Blazers,97,Atlanta Hawks,90,Box Score,,18109,
Fri Feb 4 2000,New Jersey Nets,95,Boston Celtics,100,Box Score,,16540,
Fri Feb 4 2000,Cleveland Cavaliers,96,Detroit Pistons,105,Box Score,,16903,
Fri Feb 4 2000,Denver Nuggets,101,Golden State Warriors,103,Box Score,,13321,
Fri Feb 4 2000,Sacramento Kings,94,Indiana Pacers,104,Box Score,,18345,
Fri Feb 4 2000,Utah Jazz,67,Los Angeles Lakers,113,Box Score,,18997,
Fri Feb 4 2000,Washington Wizards,92,Miami Heat,99,Box Score,,19231,
Fri Feb 4 2000,Houston Rockets,85,Minnesota Timberwolves,102,Box Score,,18223,
Fri Feb 4 2000,Phoenix Suns,86,Seattle SuperSonics,94,Box Score,,15739,
Fri Feb 4 2000,Chicago Bulls,76,Vancouver Grizzlies,101,Box Score,,15357,
Sat Feb 5 2000,Atlanta Hawks,102,Cleveland Cavaliers,94,Box Score,,18595,
Sat Feb 5 2000,Minnesota Timberwolves,105,Denver Nuggets,97,Box Score,OT,19099,
Sat Feb 5 2000,Dallas Mavericks,119,Los Angeles Clippers,106,Box Score,,13646,
Sat Feb 5 2000,Toronto Raptors,98,Milwaukee Bucks,95,Box Score,,18717,
Sat Feb 5 2000,Indiana Pacers,102,Orlando Magic,107,Box Score,,15421,
Sat Feb 5 2000,Charlotte Hornets,110,Washington Wizards,102,Box Score,,18422,
Sun Feb 6 2000,Portland Trail Blazers,100,Boston Celtics,94,Box Score,,18624,
Sun Feb 6 2000,Houston Rockets,105,Detroit Pistons,109,Box Score,,15388,
Sun Feb 6 2000,Chicago Bulls,100,Los Angeles Clippers,90,Box Score,,12973,
Sun Feb 6 2000,Golden State Warriors,90,New Jersey Nets,110,Box Score,,14336,
Sun Feb 6 2000,Miami Heat,80,New York Knicks,94,Box Score,,19763,
Sun Feb 6 2000,Sacramento Kings,108,Philadelphia 76ers,119,Box Score,,20718,
Sun Feb 6 2000,Seattle SuperSonics,93,Phoenix Suns,105,Box Score,,19023,
Sun Feb 6 2000,San Antonio Spurs,90,Utah Jazz,93,Box Score,,18981,
Sun Feb 6 2000,Dallas Mavericks,103,Vancouver Grizzlies,99,Box Score,OT,14861,
Mon Feb 7 2000,New York Knicks,85,Charlotte Hornets,95,Box Score,,18128,
Mon Feb 7 2000,Philadelphia 76ers,84,Indiana Pacers,109,Box Score,,18345,
Mon Feb 7 2000,Denver Nuggets,98,Los Angeles Lakers,106,Box Score,,18997,
Mon Feb 7 2000,Portland Trail Blazers,115,Milwaukee Bucks,111,Box Score,,15389,
Mon Feb 7 2000,Golden State Warriors,100,Orlando Magic,120,Box Score,,12480,
Tue Feb 8 2000,Cleveland Cavaliers,83,Houston Rockets,91,Box Score,,14239,
Tue Feb 8 2000,Boston Celtics,113,New Jersey Nets,131,Box Score,,15836,
Tue Feb 8 2000,Vancouver Grizzlies,76,Phoenix Suns,94,Box Score,,18385,
Tue Feb 8 2000,Chicago Bulls,80,Sacramento Kings,119,Box Score,,17317,
Tue Feb 8 2000,Seattle SuperSonics,77,San Antonio Spurs,79,Box Score,,16373,
Tue Feb 8 2000,Atlanta Hawks,88,Toronto Raptors,109,Box Score,,16636,
Wed Feb 9 2000,Houston Rockets,100,Atlanta Hawks,116,Box Score,,14132,
Wed Feb 9 2000,Indiana Pacers,113,Boston Celtics,104,Box Score,,18328,
Wed Feb 9 2000,Cleveland Cavaliers,95,Charlotte Hornets,103,Box Score,,16512,
Wed Feb 9 2000,Seattle SuperSonics,117,Dallas Mavericks,106,Box Score,,18203,
Wed Feb 9 2000,San Antonio Spurs,106,Denver Nuggets,97,Box Score,,16607,
Wed Feb 9 2000,Toronto Raptors,108,Detroit Pistons,115,Box Score,OT,17710,
Wed Feb 9 2000,Minnesota Timberwolves,81,Los Angeles Lakers,114,Box Score,,18843,
Wed Feb 9 2000,Golden State Warriors,100,Miami Heat,115,Box Score,,16133,
Wed Feb 9 2000,New York Knicks,109,Milwaukee Bucks,103,Box Score,,15347,
Wed Feb 9 2000,Washington Wizards,96,Orlando Magic,107,Box Score,,13555,
Wed Feb 9 2000,New Jersey Nets,90,Philadelphia 76ers,92,Box Score,,18636,
Wed Feb 9 2000,Los Angeles Clippers,100,Portland Trail Blazers,107,Box Score,,20310,
Wed Feb 9 2000,Chicago Bulls,86,Utah Jazz,113,Box Score,,19605,
Thu Feb 10 2000,Vancouver Grizzlies,112,Los Angeles Clippers,90,Box Score,,9895,
Thu Feb 10 2000,Minnesota Timberwolves,85,Phoenix Suns,101,Box Score,,19023,
Thu Feb 10 2000,Denver Nuggets,84,Sacramento Kings,96,Box Score,,17317,
Tue Feb 15 2000,New Jersey Nets,86,Atlanta Hawks,103,Box Score,,12619,
Tue Feb 15 2000,Los Angeles Lakers,88,Chicago Bulls,76,Box Score,,23208,
Tue Feb 15 2000,San Antonio Spurs,81,Cleveland Cavaliers,92,Box Score,,15142,
Tue Feb 15 2000,Milwaukee Bucks,112,Dallas Mavericks,99,Box Score,,11912,
Tue Feb 15 2000,Portland Trail Blazers,92,Golden State Warriors,83,Box Score,,11863,
Tue Feb 15 2000,Detroit Pistons,102,Houston Rockets,107,Box Score,,14453,
Tue Feb 15 2000,Los Angeles Clippers,88,Miami Heat,107,Box Score,,15703,
Tue Feb 15 2000,Denver Nuggets,107,Minnesota Timberwolves,104,Box Score,OT,14117,
Tue Feb 15 2000,Charlotte Hornets,95,Philadelphia 76ers,93,Box Score,,18488,
Tue Feb 15 2000,Phoenix Suns,117,Sacramento Kings,108,Box Score,,17317,
Tue Feb 15 2000,Washington Wizards,85,Seattle SuperSonics,114,Box Score,,12858,
Tue Feb 15 2000,New York Knicks,70,Toronto Raptors,91,Box Score,,19800,
Tue Feb 15 2000,Boston Celtics,101,Utah Jazz,99,Box Score,,18555,
Wed Feb 16 2000,Los Angeles Lakers,92,Charlotte Hornets,85,Box Score,,23799,
Wed Feb 16 2000,Toronto Raptors,101,Indiana Pacers,109,Box Score,,18345,
Wed Feb 16 2000,Minnesota Timberwolves,89,New York Knicks,93,Box Score,,19763,
Wed Feb 16 2000,Los Angeles Clippers,96,Orlando Magic,129,Box Score,,13332,
Wed Feb 16 2000,Golden State Warriors,95,Portland Trail Blazers,99,Box Score,,20178,
Wed Feb 16 2000,Washington Wizards,87,Vancouver Grizzlies,92,Box Score,,12894,
Thu Feb 17 2000,Miami Heat,76,Chicago Bulls,83,Box Score,,22207,
Thu Feb 17 2000,Denver Nuggets,101,Cleveland Cavaliers,119,Box Score,,12037,
Thu Feb 17 2000,Detroit Pistons,97,Dallas Mavericks,106,Box Score,,16241,
Thu Feb 17 2000,Indiana Pacers,92,Milwaukee Bucks,90,Box Score,,14376,
Thu Feb 17 2000,Sacramento Kings,108,Utah Jazz,119,Box Score,,19911,
Fri Feb 18 2000,Los Angeles Clippers,87,Charlotte Hornets,115,Box Score,,18796,
Fri Feb 18 2000,Boston Celtics,100,Golden State Warriors,122,Box Score,,14758,
Fri Feb 18 2000,Vancouver Grizzlies,91,Minnesota Timberwolves,103,Box Score,,17101,
Fri Feb 18 2000,Miami Heat,84,New Jersey Nets,91,Box Score,,16494,
Fri Feb 18 2000,Los Angeles Lakers,107,Orlando Magic,99,Box Score,OT,17248,
Fri Feb 18 2000,Cleveland Cavaliers,75,Philadelphia 76ers,104,Box Score,,20383,
Fri Feb 18 2000,Atlanta Hawks,73,Phoenix Suns,85,Box Score,,19023,
Fri Feb 18 2000,Washington Wizards,85,Portland Trail Blazers,93,Box Score,,20467,
Fri Feb 18 2000,Seattle SuperSonics,85,Sacramento Kings,118,Box Score,,17317,
Fri Feb 18 2000,Houston Rockets,92,San Antonio Spurs,116,Box Score,,26846,
Fri Feb 18 2000,Denver Nuggets,95,Toronto Raptors,91,Box Score,,17570,
Sat Feb 19 2000,Los Angeles Clippers,72,Chicago Bulls,74,Box Score,,22241,
Sat Feb 19 2000,Vancouver Grizzlies,111,Milwaukee Bucks,100,Box Score,,17109,
Sat Feb 19 2000,Indiana Pacers,73,New York Knicks,87,Box Score,,19763,
Sat Feb 19 2000,Boston Celtics,91,Seattle SuperSonics,94,Box Score,,16567,
Sat Feb 19 2000,Detroit Pistons,87,Utah Jazz,91,Box Score,,19911,
Sun Feb 20 2000,Miami Heat,85,Charlotte Hornets,80,Box Score,,21539,
Sun Feb 20 2000,Washington Wizards,103,Golden State Warriors,112,Box Score,,13867,
Sun Feb 20 2000,San Antonio Spurs,113,Houston Rockets,111,Box Score,OT,16285,
Sun Feb 20 2000,New Jersey Nets,91,Minnesota Timberwolves,89,Box Score,,19449,
Sun Feb 20 2000,Los Angeles Lakers,87,Philadelphia 76ers,84,Box Score,,21060,
Sun Feb 20 2000,Portland Trail Blazers,108,Sacramento Kings,103,Box Score,OT,17317,
Sun Feb 20 2000,Dallas Mavericks,100,Toronto Raptors,96,Box Score,,19800,
Mon Feb 21 2000,Vancouver Grizzlies,108,Cleveland Cavaliers,109,Box Score,OT,12140,
Mon Feb 21 2000,Sacramento Kings,117,Denver Nuggets,123,Box Score,OT,18527,
Mon Feb 21 2000,Miami Heat,87,Detroit Pistons,95,Box Score,,15413,
Mon Feb 21 2000,Dallas Mavericks,93,Indiana Pacers,94,Box Score,,18345,
Mon Feb 21 2000,Los Angeles Clippers,76,New York Knicks,87,Box Score,,19763,
Mon Feb 21 2000,Boston Celtics,92,Portland Trail Blazers,105,Box Score,,20453,
Mon Feb 21 2000,Phoenix Suns,98,San Antonio Spurs,89,Box Score,,17049,
Mon Feb 21 2000,Atlanta Hawks,94,Utah Jazz,96,Box Score,,19547,
Tue Feb 22 2000,Houston Rockets,97,Charlotte Hornets,102,Box Score,,15921,
Tue Feb 22 2000,Vancouver Grizzlies,85,Chicago Bulls,81,Box Score,,21874,
Tue Feb 22 2000,Golden State Warriors,89,Minnesota Timberwolves,112,Box Score,,13992,
Tue Feb 22 2000,Los Angeles Lakers,97,New Jersey Nets,89,Box Score,,20049,
Tue Feb 22 2000,Denver Nuggets,67,Phoenix Suns,86,Box Score,,19023,
Tue Feb 22 2000,Orlando Magic,91,Seattle SuperSonics,127,Box Score,,12921,
Tue Feb 22 2000,Milwaukee Bucks,101,Washington Wizards,126,Box Score,,11413,
Wed Feb 23 2000,Los Angeles Lakers,116,Cleveland Cavaliers,98,Box Score,,20562,
Wed Feb 23 2000,Indiana Pacers,118,Detroit Pistons,111,Box Score,,16371,
Wed Feb 23 2000,New Jersey Nets,85,Miami Heat,99,Box Score,,16235,
Wed Feb 23 2000,Golden State Warriors,91,Milwaukee Bucks,86,Box Score,,12864,
Wed Feb 23 2000,Toronto Raptors,99,New York Knicks,88,Box Score,,19763,
Wed Feb 23 2000,Los Angeles Clippers,78,Philadelphia 76ers,94,Box Score,,17894,
Wed Feb 23 2000,Atlanta Hawks,100,Sacramento Kings,94,Box Score,,17317,
Thu Feb 24 2000,San Antonio Spurs,72,Charlotte Hornets,70,Box Score,,18535,
Thu Feb 24 2000,Utah Jazz,92,Dallas Mavericks,85,Box Score,,18187,
Thu Feb 24 2000,Denver Nuggets,106,Houston Rockets,97,Box Score,,14560,
Thu Feb 24 2000,Chicago Bulls,83,Indiana Pacers,100,Box Score,,18345,
Thu Feb 24 2000,Los Angeles Clippers,91,Minnesota Timberwolves,116,Box Score,,13089,
Thu Feb 24 2000,Orlando Magic,92,Portland Trail Blazers,111,Box Score,,20111,
Thu Feb 24 2000,Boston Celtics,101,Vancouver Grizzlies,77,Box Score,,13001,
Thu Feb 24 2000,Phoenix Suns,92,Washington Wizards,83,Box Score,,15191,
Fri Feb 25 2000,San Antonio Spurs,91,Chicago Bulls,78,Box Score,,22879,
Fri Feb 25 2000,Golden State Warriors,99,Detroit Pistons,131,Box Score,,17599,
Fri Feb 25 2000,Boston Celtics,96,Los Angeles Lakers,109,Box Score,,18997,
Fri Feb 25 2000,Cleveland Cavaliers,82,Miami Heat,87,Box Score,,18504,
Fri Feb 25 2000,Philadelphia 76ers,97,Milwaukee Bucks,83,Box Score,,15672,
Fri Feb 25 2000,Phoenix Suns,79,New York Knicks,84,Box Score,,19763,
Fri Feb 25 2000,Atlanta Hawks,95,Seattle SuperSonics,87,Box Score,,15007,
Fri Feb 25 2000,Minnesota Timberwolves,107,Toronto Raptors,85,Box Score,,19800,
Fri Feb 25 2000,Orlando Magic,88,Utah Jazz,96,Box Score,,19911,
Sat Feb 26 2000,Denver Nuggets,96,Dallas Mavericks,98,Box Score,,18187,
Sat Feb 26 2000,Golden State Warriors,88,Indiana Pacers,104,Box Score,,18345,
Sat Feb 26 2000,Atlanta Hawks,77,Los Angeles Clippers,78,Box Score,,14375,
Sat Feb 26 2000,Charlotte Hornets,93,New Jersey Nets,104,Box Score,,18481,
Sat Feb 26 2000,Sacramento Kings,90,Vancouver Grizzlies,102,Box Score,,17856,
Sat Feb 26 2000,Miami Heat,98,Washington Wizards,88,Box Score,,20674,
Sun Feb 27 2000,Chicago Bulls,90,Detroit Pistons,93,Box Score,,13751,
Sun Feb 27 2000,Houston Rockets,85,Los Angeles Lakers,101,Box Score,,18997,
Sun Feb 27 2000,Orlando Magic,95,Milwaukee Bucks,102,Box Score,,15726,
Sun Feb 27 2000,San Antonio Spurs,98,Minnesota Timberwolves,102,Box Score,,19654,
Sun Feb 27 2000,Philadelphia 76ers,88,New York Knicks,89,Box Score,,19763,
Sun Feb 27 2000,Utah Jazz,92,Portland Trail Blazers,101,Box Score,,20584,
Sun Feb 27 2000,Phoenix Suns,102,Toronto Raptors,103,Box Score,,19800,
Mon Feb 28 2000,Dallas Mavericks,108,Boston Celtics,100,Box Score,,16981,
Mon Feb 28 2000,Seattle SuperSonics,84,Charlotte Hornets,81,Box Score,,15902,
Mon Feb 28 2000,Atlanta Hawks,75,Golden State Warriors,80,Box Score,,10263,
Mon Feb 28 2000,Houston Rockets,96,Los Angeles Clippers,77,Box Score,,12940,
Mon Feb 28 2000,New York Knicks,76,Miami Heat,85,Box Score,,19708,
Mon Feb 28 2000,New Jersey Nets,101,Utah Jazz,106,Box Score,,19865,
Tue Feb 29 2000,Phoenix Suns,100,Cleveland Cavaliers,93,Box Score,,13044,
Tue Feb 29 2000,Detroit Pistons,105,Indiana Pacers,115,Box Score,,18345,
Tue Feb 29 2000,Charlotte Hornets,92,Minnesota Timberwolves,87,Box Score,,15922,
Tue Feb 29 2000,Seattle SuperSonics,94,Orlando Magic,103,Box Score,,13043,
Tue Feb 29 2000,Dallas Mavericks,87,Philadelphia 76ers,106,Box Score,,17586,
Tue Feb 29 2000,Los Angeles Lakers,90,Portland Trail Blazers,87,Box Score,,20584,
Tue Feb 29 2000,Vancouver Grizzlies,87,Sacramento Kings,112,Box Score,,17317,
Tue Feb 29 2000,Miami Heat,69,San Antonio Spurs,93,Box Score,,18629,
Tue Feb 29 2000,Chicago Bulls,80,Toronto Raptors,87,Box Score,,18232,
Wed Mar 1 2000,Washington Wizards,102,Atlanta Hawks,83,Box Score,,13144,
Wed Mar 1 2000,Toronto Raptors,96,Boston Celtics,94,Box Score,,17198,
Wed Mar 1 2000,New Jersey Nets,94,Denver Nuggets,81,Box Score,,14456,
Wed Mar 1 2000,Utah Jazz,107,Detroit Pistons,94,Box Score,,15712,
Wed Mar 1 2000,Vancouver Grizzlies,91,Los Angeles Lakers,103,Box Score,,18912,
Thu Mar 2 2000,Cleveland Cavaliers,114,Chicago Bulls,110,Box Score,OT,21848,
Thu Mar 2 2000,New Jersey Nets,103,Dallas Mavericks,102,Box Score,,13757,
Thu Mar 2 2000,Sacramento Kings,99,Houston Rockets,102,Box Score,,15754,
Thu Mar 2 2000,Seattle SuperSonics,83,Miami Heat,101,Box Score,,18859,
Thu Mar 2 2000,Milwaukee Bucks,94,New York Knicks,109,Box Score,,19763,
Thu Mar 2 2000,Charlotte Hornets,96,Orlando Magic,104,Box Score,,12382,
Thu Mar 2 2000,Indiana Pacers,87,Phoenix Suns,118,Box Score,,19023,
Thu Mar 2 2000,Minnesota Timberwolves,108,San Antonio Spurs,102,Box Score,,16320,
Thu Mar 2 2000,Philadelphia 76ers,87,Washington Wizards,84,Box Score,,17203,
Fri Mar 3 2000,New York Knicks,70,Atlanta Hawks,83,Box Score,,15576,
Fri Mar 3 2000,Utah Jazz,89,Charlotte Hornets,87,Box Score,,21148,
Fri Mar 3 2000,Golden State Warriors,88,Denver Nuggets,122,Box Score,,18152,
Fri Mar 3 2000,Indiana Pacers,92,Los Angeles Lakers,107,Box Score,,18997,
Fri Mar 3 2000,Vancouver Grizzlies,91,Portland Trail Blazers,101,Box Score,,20367,
Fri Mar 3 2000,Boston Celtics,104,Toronto Raptors,114,Box Score,,19437,
Sat Mar 4 2000,Seattle SuperSonics,93,Atlanta Hawks,81,Box Score,,13719,
Sat Mar 4 2000,Philadelphia 76ers,95,Chicago Bulls,84,Box Score,,22773,
Sat Mar 4 2000,New Jersey Nets,92,Houston Rockets,99,Box Score,OT,14519,
Sat Mar 4 2000,Cleveland Cavaliers,109,Los Angeles Clippers,99,Box Score,,12522,
Sat Mar 4 2000,Minnesota Timberwolves,91,Milwaukee Bucks,84,Box Score,,17632,
Sat Mar 4 2000,Dallas Mavericks,96,Phoenix Suns,110,Box Score,,19023,
Sat Mar 4 2000,Sacramento Kings,108,San Antonio Spurs,103,Box Score,OT,35113,
Sat Mar 4 2000,Detroit Pistons,94,Washington Wizards,100,Box Score,,17418,
Sun Mar 5 2000,Orlando Magic,91,Boston Celtics,97,Box Score,,18624,
Sun Mar 5 2000,Chicago Bulls,94,Charlotte Hornets,100,Box Score,,15799,
Sun Mar 5 2000,Cleveland Cavaliers,100,Denver Nuggets,92,Box Score,,17447,
Sun Mar 5 2000,Indiana Pacers,114,Golden State Warriors,95,Box Score,,15283,
Sun Mar 5 2000,Miami Heat,80,Los Angeles Lakers,93,Box Score,,18997,
Sun Mar 5 2000,Seattle SuperSonics,100,Minnesota Timberwolves,105,Box Score,OT,15006,
Sun Mar 5 2000,Utah Jazz,88,New York Knicks,79,Box Score,,19763,
Sun Mar 5 2000,Toronto Raptors,94,Vancouver Grizzlies,92,Box Score,,19193,
Mon Mar 6 2000,Los Angeles Lakers,123,Los Angeles Clippers,103,Box Score,,20385,
Mon Mar 6 2000,Atlanta Hawks,78,Milwaukee Bucks,111,Box Score,,12365,
Mon Mar 6 2000,Miami Heat,92,Phoenix Suns,100,Box Score,,19023,
Mon Mar 6 2000,Toronto Raptors,109,Portland Trail Blazers,90,Box Score,,20516,
Mon Mar 6 2000,Dallas Mavericks,109,Sacramento Kings,130,Box Score,,17317,
Mon Mar 6 2000,New Jersey Nets,104,San Antonio Spurs,106,Box Score,,17581,
Mon Mar 6 2000,Orlando Magic,87,Washington Wizards,85,Box Score,,11325,
Tue Mar 7 2000,Atlanta Hawks,82,Chicago Bulls,89,Box Score,,21904,
Tue Mar 7 2000,Charlotte Hornets,102,Golden State Warriors,99,Box Score,,10201,
Tue Mar 7 2000,Phoenix Suns,108,Houston Rockets,101,Box Score,,14749,
Tue Mar 7 2000,Denver Nuggets,89,Indiana Pacers,90,Box Score,,18345,
Tue Mar 7 2000,Washington Wizards,90,Minnesota Timberwolves,86,Box Score,,14227,
Tue Mar 7 2000,Vancouver Grizzlies,86,New York Knicks,111,Box Score,,19763,
Tue Mar 7 2000,Dallas Mavericks,86,Seattle SuperSonics,101,Box Score,,13621,
Tue Mar 7 2000,Cleveland Cavaliers,95,Utah Jazz,113,Box Score,,19224,
Wed Mar 8 2000,Milwaukee Bucks,101,Boston Celtics,112,Box Score,,15860,
Wed Mar 8 2000,Denver Nuggets,116,Detroit Pistons,130,Box Score,,12683,
Wed Mar 8 2000,Toronto Raptors,95,Los Angeles Clippers,94,Box Score,,18176,
Wed Mar 8 2000,Portland Trail Blazers,103,New Jersey Nets,115,Box Score,,16234,
Wed Mar 8 2000,Chicago Bulls,67,Orlando Magic,103,Box Score,,13123,
Wed Mar 8 2000,Vancouver Grizzlies,90,Philadelphia 76ers,107,Box Score,,20086,
Wed Mar 8 2000,Charlotte Hornets,92,Sacramento Kings,105,Box Score,,17317,
Wed Mar 8 2000,New York Knicks,113,Washington Wizards,118,Box Score,OT,15354,
Thu Mar 9 2000,San Antonio Spurs,105,Atlanta Hawks,79,Box Score,,12674,
Thu Mar 9 2000,Minnesota Timberwolves,100,Dallas Mavericks,79,Box Score,,13435,
Thu Mar 9 2000,Los Angeles Lakers,109,Golden State Warriors,92,Box Score,,20136,
Thu Mar 9 2000,Portland Trail Blazers,119,Indiana Pacers,127,Box Score,OT,18345,
Thu Mar 9 2000,Houston Rockets,82,Utah Jazz,101,Box Score,,19897,
Fri Mar 10 2000,Chicago Bulls,74,Boston Celtics,104,Box Score,,17123,
Fri Mar 10 2000,Indiana Pacers,95,Cleveland Cavaliers,92,Box Score,,20562,
Fri Mar 10 2000,Vancouver Grizzlies,97,Detroit Pistons,111,Box Score,,22076,
Fri Mar 10 2000,Charlotte Hornets,118,Los Angeles Clippers,101,Box Score,,15362,
Fri Mar 10 2000,Denver Nuggets,88,Miami Heat,96,Box Score,,19016,
Fri Mar 10 2000,New Jersey Nets,108,Milwaukee Bucks,80,Box Score,,13962,
Fri Mar 10 2000,New York Knicks,82,Philadelphia 76ers,77,Box Score,,20885,
Fri Mar 10 2000,Utah Jazz,99,Phoenix Suns,96,Box Score,,19023,
Fri Mar 10 2000,Toronto Raptors,88,Sacramento Kings,103,Box Score,,17317,
Fri Mar 10 2000,Golden State Warriors,85,Seattle SuperSonics,99,Box Score,,13522,
Fri Mar 10 2000,San Antonio Spurs,106,Washington Wizards,99,Box Score,OT,16409,
Sat Mar 11 2000,Vancouver Grizzlies,86,Atlanta Hawks,91,Box Score,,13344,
Sat Mar 11 2000,Phoenix Suns,99,Dallas Mavericks,104,Box Score,,18187,
Sat Mar 11 2000,Portland Trail Blazers,99,Detroit Pistons,94,Box Score,,22076,
Sat Mar 11 2000,Minnesota Timberwolves,100,Houston Rockets,86,Box Score,,16285,
Sat Mar 11 2000,Denver Nuggets,107,Orlando Magic,110,Box Score,,13635,
Sun Mar 12 2000,Philadelphia 76ers,77,Boston Celtics,93,Box Score,,18624,
Sun Mar 12 2000,Los Angeles Clippers,112,Golden State Warriors,103,Box Score,,10078,
Sun Mar 12 2000,Miami Heat,105,Indiana Pacers,96,Box Score,,18345,
Sun Mar 12 2000,Sacramento Kings,106,Los Angeles Lakers,109,Box Score,,18997,
Sun Mar 12 2000,Cleveland Cavaliers,72,Milwaukee Bucks,103,Box Score,,14016,
Sun Mar 12 2000,Orlando Magic,91,New Jersey Nets,129,Box Score,,13648,
Sun Mar 12 2000,San Antonio Spurs,80,New York Knicks,93,Box Score,,19763,
Sun Mar 12 2000,Toronto Raptors,99,Seattle SuperSonics,97,Box Score,,17072,
Sun Mar 12 2000,Portland Trail Blazers,102,Washington Wizards,86,Box Score,,20674,
Mon Mar 13 2000,Utah Jazz,87,Chicago Bulls,79,Box Score,,22207,
Mon Mar 13 2000,Los Angeles Lakers,118,Denver Nuggets,108,Box Score,,19099,
Mon Mar 13 2000,Boston Celtics,115,Detroit Pistons,124,Box Score,,12340,
Mon Mar 13 2000,Seattle SuperSonics,113,Vancouver Grizzlies,103,Box Score,,14510,
Tue Mar 14 2000,Philadelphia 76ers,98,Cleveland Cavaliers,97,Box Score,OT,14197,
Tue Mar 14 2000,Indiana Pacers,90,Dallas Mavericks,111,Box Score,,15761,
Tue Mar 14 2000,Denver Nuggets,106,Los Angeles Clippers,110,Box Score,,10706,
Tue Mar 14 2000,Milwaukee Bucks,104,Miami Heat,108,Box Score,,15836,
Tue Mar 14 2000,Houston Rockets,85,New York Knicks,91,Box Score,,19763,
Tue Mar 14 2000,Washington Wizards,98,Orlando Magic,107,Box Score,,12531,
Tue Mar 14 2000,Minnesota Timberwolves,100,Phoenix Suns,107,Box Score,,19023,
Tue Mar 14 2000,Sacramento Kings,91,Portland Trail Blazers,96,Box Score,,20499,
Tue Mar 14 2000,Atlanta Hawks,79,San Antonio Spurs,94,Box Score,,26708,
Tue Mar 14 2000,Golden State Warriors,78,Toronto Raptors,85,Box Score,,19800,
Wed Mar 15 2000,Indiana Pacers,113,Atlanta Hawks,107,Box Score,,14454,
Wed Mar 15 2000,Golden State Warriors,104,Boston Celtics,121,Box Score,,16109,
Wed Mar 15 2000,Chicago Bulls,74,Charlotte Hornets,77,Box Score,,15964,
Wed Mar 15 2000,Orlando Magic,91,Detroit Pistons,113,Box Score,,13462,
